id,tradition,chunk_index,embedding,text,model
samaveda_trans,India/Vedic,1,"[ 0.00394904  0.00236736 -0.01007062 ...  0.01193519 -0.05917313
 -0.07903626]","ws of the country where you are located
before using this eBook.

Title: Five Little Plays

Author: Alfred Sutro

Release date: December 29, 2004 [eBook #14519]
 Most recently updated: October 28, 2024

Language: English

Other information and formats: www.gutenberg.org/ebooks/14519

Credits: Produced by Audrey Longhurst, Diane Monico and the PG Online Distributed Proofreading Team

*** START OF THE PROJECT GUTENBERG EBOOK FIVE LITTLE PLAYS ***

FIVE LITTLE PLAYS

FIVE LITTLE PLAYS

BY ALFRED SUTRO",BAAI/bge-m3
samaveda_trans,India/Vedic,2,"[ 0.02747525  0.05030481 -0.04773815 ...  0.0018507  -0.03909545
 -0.00723987]","PLAYS ***

FIVE LITTLE PLAYS

FIVE LITTLE PLAYS

BY ALFRED SUTRO

BRENTANO
NEW YORK 1922

_Printed in Great Britain
by Turnbull & Spears, Edinburgh_

CONTENTS

THE MAN IN THE STALLS

A MARRIAGE HAS BEEN ARRANGED....

THE MAN ON THE KERB

THE OPEN DOOR

THE BRACELET

THE MAN IN THE STALLS

A PLAY IN ONE ACT

THE PERSONS OF THE PLAY

HECTOR ALLEN
ELIZABETH ALLEN (BETTY)
WALTER COZENS

_This play was produced
at the Palace Theatre
on October 6, 1911_

THE MAN IN THE STALLS",BAAI/bge-m3
samaveda_trans,India/Vedic,3,"[ 0.0404654   0.03515425 -0.050616   ... -0.01382228  0.00257761
  0.0285666 ]","at the Palace Theatre
on October 6, 1911_

THE MAN IN THE STALLS

_The sitting-room of a little flat in Shaftesbury Avenue. At back
 is a door leading to the dining-room--it is open, and the
 dinner-table is in full view of the audience. To the extreme
 right is another door, leading to the hall._",BAAI/bge-m3
samaveda_trans,India/Vedic,4,"[ 0.00072629  0.01050694 -0.07775293 ...  0.01088226 -0.039541
 -0.01707416]","ce. To the extreme
 right is another door, leading to the hall._

_The place is pleasantly and prettily, though quite
 inexpensively, furnished. To the left, at angles with the
 distempered wall, is a baby-grand piano; the fireplace, in which
 a fire is burning merrily, is on the same side, full centre. To
 the right of the door leading to the dining-room is a small
 side-table, on which there is a tray with decanter and glasses;
 in front of this, a card-table, open, with two packs of cards on
 it, and chairs on each side. Another table, a round one, is in
 the centre of the room--to right and to left of it are
 comfortable armchairs. Against the right wall is a long sofa;
 above it hang a few good, water-colours and engravings; on the
 piano and the table there are flowers. A general appearance of
 refinement and comfort pervades the room; no luxury, but evidence
 everywhere of good taste, and the countless feminine touches that
 make a room homelike and pleasant._",BAAI/bge-m3
samaveda_trans,India/Vedic,5,"[-0.00206926  0.01120601 -0.03377268 ...  0.00617996 -0.04270901
  0.0237949 ]","tless feminine touches that
 make a room homelike and pleasant._

_When the curtain rises,_ HECTOR ALLEN, _a youngish man of
 forty, with an attractive intellectual face, is seen standing by
 the dining-table in the inner room, draining his liqueur-glass,
 with_ WALTER COZENS _to the right of him, lighting a cigarette._
 WALTER _is a few years younger than his friend, moderately
 good-looking, with fine, curly brown hair and a splendid silky
 moustache. His morning-clothes are conspicuously well-cut--he is
 evidently something of a dandy;_ HECTOR _wears a rather shabby
 dress-suit, his boots are awkward, and his tie ready-made._
 BETTY, _a handsome woman of thirty, wearing a very pretty
 tea-gown, is talking to the maid at the back of the dining-room._",BAAI/bge-m3
samaveda_trans,India/Vedic,6,"[-0.0206604  -0.005195   -0.02841417 ... -0.00449328 -0.04642487
  0.01863152]","ea-gown, is talking to the maid at the back of the dining-room._

HECTOR _puts down his glass and comes into the sitting-room,
 followed by_ WALTER. HECTOR _is puffing at a short, stumpy little
 black cigar._",BAAI/bge-m3
samaveda_trans,India/Vedic,7,"[-0.01919699  0.01684693 -0.0239089  ... -0.0233283   0.01081918
 -0.00598374]","TER. HECTOR _is puffing at a short, stumpy little
 black cigar._

HECTOR [_Talking as he comes through, continuing the conversation--he
walks to the fireplace and stands with his back to it._] I tell you, if
I'd known what it meant, I'd never have taken the job! Sounded so fine, to
be reader of plays for the Duke's Theatre--adviser to the great Mr.
Honeyswill! And then--when the old man said I was to go to all the first
nights--why, I just chortled! ""It's the first nights that show you the
grip of the thing--that teach you most""--he said. Teach you! As though
there were anything to learn! Oh my stars! I tell you, it's a dog's life!",BAAI/bge-m3
samaveda_trans,India/Vedic,8,"[-0.02871929  0.01496863 -0.02325173 ... -0.01947297 -0.00363983
  0.04288993]","e anything to learn! Oh my stars! I tell you, it's a dog's life!

WALTER. [_Sitting to left of the round table._] I'd change places with
you, sonny.

HECTOR. You would, eh? That's what they all say! Four new plays this week,
my lad--one yesterday, one to-day--another to-morrow, and the night after!
All day long I'm _reading_ plays--and I spend my nights seeing 'em! D'you
know I read about two thousand a year? Divide two thousand by three
hundred and sixty five. A dog's life--that's what it is!",BAAI/bge-m3
samaveda_trans,India/Vedic,9,"[-0.0425076  -0.01177009 -0.02151884 ... -0.04485068 -0.00707979
  0.01328479]","y three
hundred and sixty five. A dog's life--that's what it is!

WALTER. Better than being a stockbroker's clerk--you believe _me!_

HECTOR. Is it? I wish _you_ could have a turn at it, my bonny boy! _Your_
hair'd go grey, like mine! And look here--what are the plays to-day?
They're either so chock-full of intellect that they send you to sleep--or
they reek of sentiment till you yearn for the smell of a cabbage!

WALTER. Well, you've the change, at any rate.",BAAI/bge-m3
samaveda_trans,India/Vedic,10,"[-0.01468003  0.01747981 -0.04675991 ... -0.00699318 -0.03172871
 -0.00328755]","ell of a cabbage!

WALTER. Well, you've the change, at any rate.

HECTOR. [_Snorting._] Change? By Jove, give me a Punch and Judy show on
the sands--or performing dogs! Plays--I'm sick of 'em! And look here--the
one I'm off to to-night. It's adapted from the French--well, we know what
_that_ means. Husband, wife and mistress. Or wife, husband, lover. That's
what a French play means. And you make it English, and pass the Censor, by
putting the lady in a mackintosh, and dumping in a curate!",BAAI/bge-m3
samaveda_trans,India/Vedic,11,"[ 0.00791114  0.01105559 -0.01751794 ... -0.01925393 -0.03947507
 -0.00233061]","r, by
putting the lady in a mackintosh, and dumping in a curate!

BETTY. [_Coming in, and closing the door leading to the dining-room._] You
ought to be going, Hector.

[_She, stands listening for a moment, then goes through the other
 door into the hall._",BAAI/bge-m3
samaveda_trans,India/Vedic,12,"[-0.02896886  0.00212143 -0.04281842 ... -0.02012738 -0.01117068
  0.01628466]","for a moment, then goes through the other
 door into the hall._

HECTOR. [_Disregarding her, too intent on his theme._] And I tell you, of
the two, I prefer the home-made stodge. I'm sick of the eternal triangle.
They always do the same thing. Husband strikes attitudes--sometimes he
strikes the lover. The lover never stands up to him--why shouldn't he? He
would--in real life. [BETTY _comes back, with his overcoat and
muffler--she proceeds affectionately to wrap this round his neck, and
helps him on with his coat, he talking all the time._] He'd say, look
here, you go to Hell. _That's_ what he'd say--well, there you'd have a
situation. But not one of the playwriting chaps dares do it. Why not, I
ask you? There you'd have truth, something big. But no--they're
afraid--think the public won't like it. The husband's got to down the
lover--like a big tom-cat with a mouse--or the author'd have to sell one
of his motor-cars! That's just the fact of it!",BAAI/bge-m3
samaveda_trans,India/Vedic,13,"[-0.00458573 -0.02191434 -0.02772845 ... -0.01360718 -0.03928618
  0.01133983]","have to sell one
of his motor-cars! That's just the fact of it!

BETTY. [_Looking at the clock on the mantelpiece._] Twenty-five past,
Hector.

HECTOR. [_Cheerily._] All right, my lass, I'm off. By-bye, Walter--keep the
old woman company for a bit. Good-bye, sweetheart. [_He kisses her._]
Don't wait up. Now for the drama. Oh, the dog's life!

[_He goes._ BETTY _waits till the hall door has banged, then she
 sits on the elbow of_ WALTER'S _chair, and rests her head on his
 shoulder._",BAAI/bge-m3
samaveda_trans,India/Vedic,14,"[-0.01487854  0.02013762  0.01187566 ...  0.00499818 -0.01842457
 -0.00252027]","elbow of_ WALTER'S _chair, and rests her head on his
 shoulder._

BETTY. [_Softly._] Poor Hector!

WALTER. [_Uncomfortably._] ... Yes ...

BETTY. Doesn't it make you feel dreadful when he talks like that? [_She
kisses him; then puts her arms round his neck, draws his face to her, and
kisses him again, on the cheek._] Doesn't it?

[_She nestles contentedly closer to him._

WALTER. [_Trying to edge away._] Well, it does. Yes.

BETTY. [_Dreamily._] I--like it.

WALTER. Betty!",BAAI/bge-m3
samaveda_trans,India/Vedic,15,"[ 0.00064302  0.0310792   0.00592036 ... -0.03318904 -0.01440987
  0.01246968]","it does. Yes.

BETTY. [_Dreamily._] I--like it.

WALTER. Betty!

BETTY. Yes, I like it. I don't know why. I suppose I'm frightfully wicked.
Or the danger perhaps--I don't know.

WALTER. [_Making a futile effort to get up._] Betty--",BAAI/bge-m3
samaveda_trans,India/Vedic,16,"[-0.02591638  0.02234924 -0.01929188 ... -0.03539345  0.00255513
  0.01305213]","n't know.

WALTER. [_Making a futile effort to get up._] Betty--

BETTY. [_Tightening her arms around him._] Stop there, and don't move. How
smooth your chin is--_his_ scrapes. Why don't husbands shave better? Or is
it that the forbidden chin is always smoother? Poor old Hector! If he
could see us! He hasn't a suspicion. I think it's lovely--really, I do. He
leaves us here together, night after night, and imagines you're teaching
me bridge.

WALTER. [_Restlessly._] So I am. Where are the cards?",BAAI/bge-m3
samaveda_trans,India/Vedic,17,"[-0.03427606  0.00865807 -0.02730938 ... -0.04811748 -0.00540004
  0.0231165 ]","e bridge.

WALTER. [_Restlessly._] So I am. Where are the cards?

BETTY. [_Caressing him._] Silly, have you forgotten that this is
Tuesday--Maggie's night out? She's gone--I told her she needn't wait to
clear away. We've arranged master's supper. Master! _You're_ my master,
aren't you?

WALTER. ... I don't know what I am ...",BAAI/bge-m3
samaveda_trans,India/Vedic,18,"[-0.03186709 -0.01179455 -0.02455692 ...  0.01367676 -0.01889005
  0.02338477]","_ my master,
aren't you?

WALTER. ... I don't know what I am ...

BETTY. Oh yes you do--you're my boy. Whom I love. There. [_She kisses him
again, full on the lips._] That was a nice one, wasn't it? Poor old
Hector, sitting in his stall--thinks he's so wonderful, knows such a lot!
Yes, Maggie's out--with _her_ young man, I suppose. The world's full of
women, with their young men--and husbands sitting in the stalls.... And I
suppose that's how it always has been, and always will be.",BAAI/bge-m3
samaveda_trans,India/Vedic,19,"[ 0.01083088  0.08133487 -0.02258289 ... -0.01711631  0.03179064
 -0.01194692]","And I
suppose that's how it always has been, and always will be.

WALTER. [_Shifting uneasily._] Don't, Betty--I don't like it. I mean, he
has such confidence in us.

BETTY. Of course he has. And quite rightly. Aren't you his oldest friend?

WALTER. [_With something of a groan._] I've known him since I was seven.

BETTY. The first man he introduced me to--his best man at the wedding--do
you remember coming to see us during the honeymoon? I liked you _then._

WALTER. [_Really shocked._] Betty!",BAAI/bge-m3
samaveda_trans,India/Vedic,20,"[ 0.01596735  0.04653013 -0.04562873 ... -0.01650742 -0.02307551
 -0.00805913]","neymoon? I liked you _then._

WALTER. [_Really shocked._] Betty!

BETTY. I did. You had a way of squeezing my hand.... And then when we came
back here. You know it didn't take me long to discover--

WALTER. [_Protesting._] I scarcely saw you the first two or three years!

BETTY. No--you were afraid. Oh I thought you so silly! [_He suddenly
contrives to release himself--gets up, and moves to the card-table._] Why,
what's the matter?",BAAI/bge-m3
samaveda_trans,India/Vedic,21,"[ 0.0165762   0.03307061 -0.04150464 ... -0.01444171  0.02646014
  0.03246993]","-gets up, and moves to the card-table._] Why,
what's the matter?

WALTER. [_At the table, with his back to her._] I hate hearing you talk
like this.",BAAI/bge-m3
samaveda_trans,India/Vedic,22,"[ 0.00079297  0.03765277  0.00342948 ... -0.02108124  0.0190688
 -0.01537124]","able, with his back to her._] I hate hearing you talk
like this.

BETTY. Silly boy! [_She rises, and goes to him; he has taken a cigarette
out of the box on the table, and stands there, with his head bent, tapping
the cigarette against his hand._] Women only talk ""like this,"" as you call
it, to their lovers. They talk ""like that"" to their husbands--and that's
why the husbands never know. That's why the husbands are always sitting in
the stalls, looking on. [_She puts her arms round him again._] Looking and
not seeing.",BAAI/bge-m3
samaveda_trans,India/Vedic,23,"[-0.02123208  0.03461286  0.00679409 ... -0.03121989 -0.0113816
  0.01412922]",". [_She puts her arms round him again._] Looking and
not seeing.

[_She approaches her lips to his--he almost fretfully unclasps
 her arms._

WALTER. Betty--I want to say a--serious word ...

BETTY. [_Looking fondly at him._] Well, isn't what _I'm_ saying serious?

WALTER. I'm thirty-eight.

BETTY. Yes. I'm only thirty. But I'm not complaining.

WALTER. Has it ever occurred to you--

[_He stops._

BETTY. What?",BAAI/bge-m3
samaveda_trans,India/Vedic,24,"[ 0.00039393  0.05573787 -0.00435737 ... -0.02558035 -0.03758142
  0.03881381]","ALTER. Has it ever occurred to you--

[_He stops._

BETTY. What?

[WALTER _looks at her--tries to speak, but cannot--then he breaks
 away, goes across the room to the fireplace and stands for a
 moment looking into the fire. She has remained where she was, her
 eyes following him wonderingly. Suddenly he stamps his foot
 violently._

WALTER. Damn it! DAMN it!

BETTY. [_Moving towards him in alarm._] What's the matter?

WALTER. [_With a swift turn towards her._] I'm going to get married.",BAAI/bge-m3
samaveda_trans,India/Vedic,25,"[ 0.013153    0.0608042  -0.0006949  ... -0.02060834 -0.00438821
  0.03465902]","ER. [_With a swift turn towards her._] I'm going to get married.

BETTY. [_Stonily, stopping by the round table._] You ...

WALTER. [_Savagely._] Going to get married, yes. Married, married!

[_She stands there and doesn't stir--doesn't speak or try to
 speak; merely stands there, and looks at him, giving no sign. Her
 silence irritates him; he becomes more and more violent, as
 though to give himself courage._",BAAI/bge-m3
samaveda_trans,India/Vedic,26,"[ 0.00692857  0.0730022   0.00307385 ...  0.0035532  -0.02400974
  0.00833854]","omes more and more violent, as
 though to give himself courage._

WALTER. You're wonderful, you women--you really are. Always contrive to
make us seem brutes, or cowards! I've wanted to tell you this a dozen
times--I've not had the pluck. Well, to-day I must. Must, do you hear
that?... Oh, for Heaven's sake, say something.

BETTY. [_Still staring helplessly at him._] You ...",BAAI/bge-m3
samaveda_trans,India/Vedic,27,"[ 0.0037063   0.04403189 -0.03726808 ... -0.03719679  0.00073376
  0.03457656]","something.

BETTY. [_Still staring helplessly at him._] You ...

WALTER. [_Feverishly._] Yes, I, I! Now it's out, at least--it's spoken! I
mean to get married, like other men--fooled, too, I dare say, like the
others--at least I deserve it! But I'm tired, I tell you--tired--

BETTY. Of me?

WALTER. Tired of the life I lead--the beastly, empty rooms--the meals at
the Club. And I'm thirty-eight--it's now or never.

BETTY. [_Slowly._] And how about--me?

WALTER. You?

BETTY. [_Passionately._] Yes. Me. Me!",BAAI/bge-m3
samaveda_trans,India/Vedic,28,"[-0.02732954  0.04844752 -0.01860186 ... -0.02425551 -0.01582934
  0.01408227]","about--me?

WALTER. You?

BETTY. [_Passionately._] Yes. Me. Me!

WALTER. You didn't think this would last for ever?

BETTY. [_Nodding her head._] I did--yes--I did. Why shouldn't it?",BAAI/bge-m3
samaveda_trans,India/Vedic,29,"[-0.01909535  0.04075679 -0.0146476  ... -0.01248775 -0.03183544
  0.01805021]","ETTY. [_Nodding her head._] I did--yes--I did. Why shouldn't it?

WALTER. [_Working himself into a fury again._] Why? You ask that? Why? Oh
yes, it's all right for _you_--you've your home and your husband--I'm
there as an--annexe. To be telephoned to, when I'm wanted, at your beck
and call, throw over everything, come when you whistle. And it's not only
that--I tell you it makes me feel--horrid. After all, he's my--friend.

BETTY. He has been that always. You didn't feel--horrid--before.... Who is
she?",BAAI/bge-m3
samaveda_trans,India/Vedic,30,"[-0.02833651  0.02928649 -0.03560002 ...  0.00115601  0.01211373
  0.04166689]","een that always. You didn't feel--horrid--before.... Who is
she?

WALTER. [_Shortly, as he turns back to the fire._] That doesn't matter.

BETTY. Yes, it does. Who?

WALTER. [_Fretfully._] Oh, why should we--

BETTY. I want to know--I'm _entitled_ to know.

WALTER. [_Still with his back to her._] Mary Gillingham.

BETTY. Mary Gillingham!

WALTER. [_Firmly, swinging round to her._] Yes.

BETTY. That child, that chit of a girl!

WALTER. She's twenty-three.

BETTY. Whom I introduced you to--my own friend?",BAAI/bge-m3
samaveda_trans,India/Vedic,31,"[ 0.00817786  0.05939642 -0.02701639 ... -0.01293917 -0.01387652
  0.02850165]","s twenty-three.

BETTY. Whom I introduced you to--my own friend?

WALTER. [_Grumbling._] What _has_ that to do with it? And besides ...
[_He suddenly changes his tone, noticing how calm she has become--he takes
a step towards her, and stands by her side, at the back of the table, his
voice becomes gentle and affectionate._] But I say, really, you're taking
it awfully well--pluckily. I knew you would--I knew I was an ass to be
so--afraid.... And look here, we'll always be pals--the very best of pals.
I'll ... never forget--never. You may be quite sure ... of that. I want to
get married--I do--have a home of my own, and so forth--but you'll still
be--just the one woman I really have loved--the one woman in my life--to
whom I owe--everything.",BAAI/bge-m3
samaveda_trans,India/Vedic,32,"[-0.0248224   0.04053273 -0.03173119 ...  0.00475986 -0.03229215
  0.04609162]","have loved--the one woman in my life--to
whom I owe--everything.

BETTY. [_With a mirthless laugh._] Do you tell all that--to Mary
Gillingham?

WALTER. [_Pettishly, as he moves away._] Do I--don't be so absurd.

BETTY. You tell _her_ she is the only _girl_ you have loved.

WALTER. [_Moving back to the fire, with his back to her._] I tell her--I
tell her--what does it matter what I tell her? And one girl or
another--she or someone else--

BETTY. But you haven't answered my question--what's to become of me?",BAAI/bge-m3
samaveda_trans,India/Vedic,33,"[ 0.00134563  0.03950755  0.02388285 ... -0.02225363 -0.0217945
  0.01879472]","Y. But you haven't answered my question--what's to become of me?

WALTER. [_Angrily, facing her._] Become of you! Don't talk such nonsense.
Because it is--really it is. You'll be as you were. And Hector's a
splendid chap--and after all we've been frightfully wrong--treating him
infernally badly--despicably. Oh yes, we have--and you know it. Lord,
there've been nights when I have--but never mind that--that's all over! In
future we can look him in the face without feeling guilty--we can--",BAAI/bge-m3
samaveda_trans,India/Vedic,34,"[-0.00764235  0.04164026 -0.02423322 ...  0.01051259 -0.03946422
  0.0052157 ]","ure we can look him in the face without feeling guilty--we can--

BETTY. [_Quietly._] _You_ can.

WALTER. What do you mean?

BETTY. _You_ can, because of this girl. Oh, I know, of course! You'll come
here three or four times--then you'll drop off--you'll feel I'm not quite
the woman you want your wife to know.",BAAI/bge-m3
samaveda_trans,India/Vedic,35,"[-0.03398203  0.00883989 -0.04505333 ...  0.00461079  0.01263699
 -0.01578239]","-you'll feel I'm not quite
the woman you want your wife to know.

WALTER. [_With genuine feeling, as he impulsively steps towards her._]
Betty, Betty, what sort of cad do you take me for? What sort of cad, or
bounder? Haven't I told you I'd never forget--never? And you think you'll
pass out of my life--that I _want_ you to? Why, good Heaven, I'll be your
best friend as long as I live. Friend--yes--what I always should have
been--meant to be! And Hector. Why, Betty, I tell you, merely talking
to-night, as I've done, has made me feel--different--sort of--lifted--a
load. Because I've always had it--somewhere deep down in me--when I've
thought of--him.",BAAI/bge-m3
samaveda_trans,India/Vedic,36,"[-0.01568078  0.02810967 -0.02066354 ... -0.04135037  0.0199536
 -0.00590984]","ys had it--somewhere deep down in me--when I've
thought of--him.

BETTY. [_Calmly._] Liar.

WALTER. [_Falling back._] Betty!

BETTY. Liar--yes. Why these stupid, silly lies? ""Always, deep down in me!""
Where was it, this beautiful feeling, when you got me to go to your rooms?

WALTER. [_Harshly._] We needn't--",BAAI/bge-m3
samaveda_trans,India/Vedic,37,"[-0.01428894  0.04724087 -0.04255594 ... -0.05341969 -0.01877751
  0.01588105]","u got me to go to your rooms?

WALTER. [_Harshly._] We needn't--

BETTY. I liked you--I've said that--I liked you from the first. But I was
straight enough. Liked you, of course--but I had no idea, not the
slightest.... Thought it fun to play the fool, flirt just a bit. But it
was you, you, _you_ who--

WALTER. [_Breaking in sulkily and stamping his foot._] Never mind about
who it was.

BETTY. [_Passionately._] Never mind! You dare!",BAAI/bge-m3
samaveda_trans,India/Vedic,38,"[-0.02533753  0.04091003 -0.00136082 ... -0.02233233 -0.00206286
  0.02361975]","bout
who it was.

BETTY. [_Passionately._] Never mind! You dare!

WALTER. [_Doggedly._] Yes--I dare. And look here--since you force me to
it--that's all rot--yes, it is--just rot. Just as you like it now, hearing
Hector ask me to stop with you, and kissing me the moment his back is
turned--so you met me halfway, and more than halfway.

BETTY. You cur!",BAAI/bge-m3
samaveda_trans,India/Vedic,39,"[-0.01676339  0.0503417  -0.0433892  ... -0.00590311  0.00847199
  0.00618635]","--so you met me halfway, and more than halfway.

BETTY. You cur!

WALTER. That's what a woman always says, when a man speaks the truth.
Because it _is_ the truth--and you know it. ""The way I squeezed your
hand!"" D'you think I _meant_ to squeeze it--in a way! Why, as there's a
Heaven above me, you were as sacred to me--as my own sister!",BAAI/bge-m3
samaveda_trans,India/Vedic,40,"[-0.03674369  0.06123433 -0.0522546  ... -0.0154339   0.01247297
  0.00614005]","s a
Heaven above me, you were as sacred to me--as my own sister!

BETTY. [_Quietly, as she sits, to right of the table._] What I'm
wondering is--you see, you're the only lover I've had--what I wonder is,
when a man breaks off, tells a woman he's tired of her, wants to get
married--does he _always_ abuse the woman--

WALTER. [_Sulkily._] I haven't--

BETTY. Degrade, and throw mud on, the love she has had for him?

WALTER. [_With a bitter shrug._] Love--",BAAI/bge-m3
samaveda_trans,India/Vedic,41,"[ 0.00287492  0.05798787 -0.00110265 ...  0.01117798 -0.0298369
  0.03879941]","ve she has had for him?

WALTER. [_With a bitter shrug._] Love--

BETTY. [_Passionately, as she springs to her feet._] Love, love, yes,
you--cruel man! Love, what else? I adore you, don't you know that? Live
for you! would give up everything in the world--everything, everything!
And Walter, Walter! If it's only _that_--that you want a home--well, let's
go off together. He'll divorce us--we can get married. Don't go away, and
leave me here, alone with him! I couldn't stand it--Walter, I couldn't, I
couldn't!",BAAI/bge-m3
samaveda_trans,India/Vedic,42,"[ 0.01534458  0.04845802  0.01053175 ...  0.01847273 -0.03024637
  0.03524318]","e with him! I couldn't stand it--Walter, I couldn't, I
couldn't!

[_She goes eagerly to him, flings her arms round his neck, and a
 dry sob bursts from her._",BAAI/bge-m3
samaveda_trans,India/Vedic,43,"[-0.0181284   0.05057942 -0.00601701 ... -0.03731319 -0.03526392
  0.00884971]","flings her arms round his neck, and a
 dry sob bursts from her._

WALTER. [_Very gently._] Betty, Betty, you've been so brave ... Betty,
dear, the horrid things I've said were only to make you angry, to make you
feel what a brute I was, how well you're rid of me. Oh, I'm not proud of
myself! But look here, we must be sensible--we must, really.... You know,
if you were divorced--if I were the co-respondent in a divorce case--I'd
lose my berth, get the sack--",BAAI/bge-m3
samaveda_trans,India/Vedic,44,"[-0.02533107  0.01993363 -0.01082075 ... -0.03370122 -0.04847382
  0.01840771]","-respondent in a divorce case--I'd
lose my berth, get the sack--

BETTY. [_Clinging to him._] We could go to Australia--anywhere--

WALTER. I've no money.

BETTY. [_With a sudden movement, raising her head and leaving him._] And
Mary Gillingham has lots?

WALTER. It's not for her money that I--

BETTY. [_With a start._] You love her?

WALTER. [_Dropping his head, and speaking under his breath._] Yes.

BETTY. [_Wringing her hands._] You do, you do?",BAAI/bge-m3
samaveda_trans,India/Vedic,45,"[-0.00429648  0.00197951 -0.05083895 ...  0.00206386 -0.04380568
  0.02038601]","s breath._] Yes.

BETTY. [_Wringing her hands._] You do, you do?

WALTER. Yes, that's the truth--I do. Oh, Betty I'm so frightfully
sorry--

BETTY. [_With a groan._] Then you don't love me any more ...

WALTER. It's not that. But you see--

BETTY. [_Moaning._] You don't, you don't!

[_She stands there, crushed, overwhelmed, dry-eyed, broken moans
 escaping from her; suddenly she hears a key turning in the lock
 of the hall-door outside, and rushes to the card-table._

BETTY. Hector! Quick, quick--the cards!",BAAI/bge-m3
samaveda_trans,India/Vedic,46,"[-0.01863079  0.01072451 -0.05999909 ...  0.00267104 -0.02348269
  0.01393366]","hes to the card-table._

BETTY. Hector! Quick, quick--the cards!

[WALTER _flies to the table, and sits by her side. He seizes one
 pack and proceeds to shuffle it, she is dealing with the other.
 All this takes only a second._ HECTOR _comes in--they both spring
 up._

BETTY. Hector! You're not ill?",BAAI/bge-m3
samaveda_trans,India/Vedic,47,"[-0.00228749  0.01651048 -0.01408792 ...  0.00569413 -0.03725379
 -0.02217876]","comes in--they both spring
 up._

BETTY. Hector! You're not ill?

HECTOR. [_Kissing her._] Play postponed, my child--bit of luck! When I got
to the theatre I found that the actor-manager's car had collided with a
cab outside the stage-door--he was thrown through the window--there's a
magnificent exit for you! and has been cut about a bit. Nothing serious.
But the play's postponed for a week. Bit of luck!

WALTER. [_Sitting._] Not for him.",BAAI/bge-m3
samaveda_trans,India/Vedic,48,"[-0.01744574  0.05211957 -0.01535424 ... -0.03478608 -0.05312948
 -0.01428874]","oned for a week. Bit of luck!

WALTER. [_Sitting._] Not for him.

HECTOR. Oh _he_ has had luck enough--tons of it! I'll get into a
jacket--then we'll have some bridge. See what progress you've made, Betty!

[_He hurries out, and closes the door._

BETTY. [_Producing a little mirror from her bag, looking into it,
touching her hair._] We were only just in time.

WALTER. [_Eagerly, as he bends across the table._] You're splendid--you
are--splendid!",BAAI/bge-m3
samaveda_trans,India/Vedic,49,"[-0.03992517  0.05863979 -0.01337299 ... -0.06775527 -0.03600825
  0.00044586]","he bends across the table._] You're splendid--you
are--splendid!

BETTY. Yes. All very nice and comfortable for you--isn't it? [_She puts
the mirror back into the bag._]

WALTER. [_Coaxingly._] Betty.

BETTY. To-morrow you'll go to her--or to-night perhaps--

WALTER. To-night--ridiculous! At this hour!

BETTY. She's a deceitful little cat. I saw her last week--she never told
me--

WALTER. I don't think she knew. I only proposed to-day.",BAAI/bge-m3
samaveda_trans,India/Vedic,50,"[-0.02811235  0.05393259  0.00947705 ... -0.04171262 -0.02399206
 -0.01857796]","ld
me--

WALTER. I don't think she knew. I only proposed to-day.

BETTY. [_Flinging herself back in her chair, and opening wide eyes._]
You--proposed--to-day!

WALTER. [_Very embarrassed._] Yes--I mean--

BETTY. You--proposed--to-day! And waited till she had accepted you--to
tell _me_--

WALTER. [_Eagerly._] Don't be so silly--come, come, he'll be back in a
minute.... And, believe me, I'm not worth making a fuss about!

BETTY. [_Looking contemptuously at him._] That's true.",BAAI/bge-m3
samaveda_trans,India/Vedic,51,"[-0.00122613  0.03884469 -0.01283004 ... -0.01702752 -0.00394379
  0.00984087]","s about!

BETTY. [_Looking contemptuously at him._] That's true.

WALTER. Yes, it is, worse luck! I deserve all you've said to me. And
you'll be ... much better ... without me.

BETTY. Better?

WALTER. Yes, better, better--any way you choose to put it! I'm a--but
never mind that!--Look here--you'd like me to stop?

BETTY. He wants to play bridge.

WALTER. Don't you think that I--

BETTY.[_Hearing_ HECTOR _coming._] Sh.",BAAI/bge-m3
samaveda_trans,India/Vedic,52,"[-0.00255548 -0.01205051 -0.05477476 ... -0.03254837 -0.03223958
 -0.01036641]","Don't you think that I--

BETTY.[_Hearing_ HECTOR _coming._] Sh.

[HECTOR _comes in--she is idly tossing the cards about._ HECTOR
 _has put on a smoking-jacket--he comes in, very jolly, fussing
 around, rubbing his hands, so glad to be home. He sits, to the
 right of_ BETTY.

HECTOR. Now for a game!

[_He seizes a pack, and spreads out the cards._

BETTY. [_Leaning back._] Not sure that I want to play.

HECTOR. Don't be disagreeable, Betty! Why?",BAAI/bge-m3
samaveda_trans,India/Vedic,53,"[ 0.00804551  0.02852843 -0.03863221 ... -0.00951296  0.01998139
  0.0130434 ]","that I want to play.

HECTOR. Don't be disagreeable, Betty! Why?

BETTY. [_Listlessly, as she rises and moves across the room._] No fun,
being three.

HECTOR. Good practice for you. Come on.

BETTY. [_Leaning against the other table, and turning and facing them._]
Besides, _he_ has something to tell you.

HECTOR. Walter?

BETTY. Yes.

HECTOR. [_Looking inquiringly at_ WALTER.] To tell _me?_ What is it?

BETTY. That he's engaged.",BAAI/bge-m3
